org_id,org_type,canonical_name,name,name_type
asef,その他国際機関,アジア欧州財団(ASEF),ASEF,alias
asef,その他国際機関,アジア欧州財団(ASEF),Asia-Europe Foundation,alias
asef,その他国際機関,アジア欧州財団(ASEF),アジア欧州財団,alias
unwto,国連システム,世界観光機関(UNWTO),世界観光機関,alias
iec,その他国際機関,国際電気標準会議(IEC),国際電気標準会議,canonical
iec,その他国際機関,国際電気標準会議(IEC),IEC,alias
iec,その他国際機関,国際電気標準会議(IEC),International Electrotechnical Commission,alias
upov,その他国際機関,植物新品種保護国際同盟(UPOV),植物新品種保護国際同盟,canonical
upov,その他国際機関,植物新品種保護国際同盟(UPOV),UPOV,alias
upov,その他国際機関,植物新品種保護国際同盟(UPOV),Union Internationale pour la Protection des Obtentions Végétales,alias
ibo,その他国際機関,国際バカロレア機構(IBO),国際バカロレア機構,canonical
ibo,その他国際機関,国際バカロレア機構(IBO),IBO,alias
ibo,その他国際機関,国際バカロレア機構(IBO),International Baccalaureate Organization,alias
ibo,その他国際機関,国際バカロレア機構(IBO),International Baccalaureate,alias
iwmi,その他国際機関,国際水管理研究所(IWMI),国際水管理研究所,canonical
iwmi,その他国際機関,国際水管理研究所(IWMI),IWMI,alias
iwmi,その他国際機関,国際水管理研究所(IWMI),International Water Management Institute,alias
recaap,その他国際機関,ReCAAP情報共有センター,アジア海賊対策地域協力協定情報収集センター,canonical
recaap,その他国際機関,ReCAAP情報共有センター,ReCAAP Information Sharing Centre,alias
oiml,その他国際機関,国際法定計量機関(OIML),国際法定計量機関,canonical
oiml,その他国際機関,国際法定計量機関(OIML),OIML,alias
wins,その他国際機関,世界核セキュリティ協会(WINS),世界核セキュリティ協会(WINS),canonical
wins,その他国際機関,世界核セキュリティ協会(WINS),WINS,alias
wins,その他国際機関,世界核セキュリティ協会(WINS),World Institute for Nuclear Security,alias
iho,その他国際機関,国際水路機関(IHO),国際水路機関,canonical
iho,その他国際機関,国際水路機関(IHO),IHO,alias
iho,その他国際機関,国際水路機関(IHO),International Hydrographic Organization,alias
piob,その他国際機関,公益監視委員会(PIOB),公益監視委員会(PIOB),canonical
piob,その他国際機関,公益監視委員会(PIOB),PIOB,alias
iias,その他国際機関,国際行政学会(IIAS),国際行政学会事務局,canonical
iias,その他国際機関,国際行政学会(IIAS),IIAS,alias
worldveg,その他国際機関,世界野菜センター(WorldVeg),世界蔬菜センター,canonical
worldveg,その他国際機関,世界野菜センター(WorldVeg),WorldVeg,alias
worldveg,その他国際機関,世界野菜センター(WorldVeg),AVRDC,alias
wetlands_int,その他国際機関,ウェットランズ・インターナショナル,国際湿地保全連合,canonical
wetlands_int,その他国際機関,ウェットランズ・インターナショナル,Wetlands International,alias
pices,その他国際機関,北太平洋海洋科学機関(PICES),北太平洋海洋科学機関,canonical
pices,その他国際機関,北太平洋海洋科学機関(PICES),PICES,alias
clcs,国連システム,大陸棚限界委員会(CLCS),大陸棚限界委員会(CLCS),canonical
clcs,国連システム,大陸棚限界委員会(CLCS),CLCS,alias
apec_abac,その他国際機関,APECビジネス諮問委員会(ABAC),APECビジネス諮問委員会(ABAC),canonical
apec_abac,その他国際機関,APECビジネス諮問委員会(ABAC),ABAC,alias
nickel_inst,その他国際機関,国際ニッケル研究会(ニッケル協会),国際ニッケル研究会,canonical
nickel_inst,その他国際機関,国際ニッケル研究会(ニッケル協会),Nickel Institute,alias
iif,その他国際機関,国際金融協会(IIF),国際金融協会(IIF),canonical
iif,その他国際機関,国際金融協会(IIF),IIF,alias
iif,その他国際機関,国際金融協会(IIF),Institute of International Finance,alias
ccac,その他国際機関,気候・クリーンエア連合(CCAC),短寿命気候汚染物質(SLCPs)に関する国際パートナーシップ,canonical
ccac,その他国際機関,気候・クリーンエア連合(CCAC),CCAC,alias
ccac,その他国際機関,気候・クリーンエア連合(CCAC),Climate and Clean Air Coalition,alias
wada,その他国際機関,世界ドーピング防止機構(WADA),世界ドーピング防止機構,canonical
wada,その他国際機関,世界ドーピング防止機構(WADA),WADA,alias
wada,その他国際機関,世界ドーピング防止機構(WADA),World Anti-Doping Agency,alias
gsf,その他国際機関,紛争関連性的暴力生存者グローバル基金(GSF),紛争関連の性的暴力生存者のためのグローバル基金,canonical
gsf,その他国際機関,紛争関連性的暴力生存者グローバル基金(GSF),Global Survivors Fund,alias
gsf,その他国際機関,紛争関連性的暴力生存者グローバル基金(GSF),GSF,alias
